#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,MoleculeExplorerDatasets,MoleculeExplorerFiles,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags
274896,M+H,N/A,1,MoNA:784624 Linoleic acid,Commercial,MoNA,0,spectra/specs_ms.pklbin274896,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,281.247,lib-00028.mgf,Bronze,3,0.798305,0,0,0,0,1,MONA,MoNA,281.247,N/A,362.013,8,CCCCCC=CCC=CCCCCCCCC(=O)O,0,281.247,spectra/specs_ms.pklbin,CCMSLIB00000568003,4676.36,UPDATE-SINGLE-ANNOTATED-BRONZE,Polyunsaturated Omega-6 Fatty Acid[Chemical Family]
274923,M+H,N/A,1,MoNA:784624 Linoleic acid,Commercial,MoNA,0,spectra/specs_ms.pklbin274923,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,281.247,lib-00028.mgf,Bronze,3,0.866188,0,0,0,0,1,MONA,MoNA,281.247,N/A,432.164,10,CCCCCC=CCC=CCCCCCCCC(=O)O,0,281.247,spectra/specs_ms.pklbin,CCMSLIB00000568003,3675.32,UPDATE-SINGLE-ANNOTATED-BRONZE,Polyunsaturated Omega-6 Fatty Acid[Chemical Family]
274933,M+H,2420566,1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin274933,N/A,N/A,HCD,Positive,ESI,281.247,lib-00031.mgf,Bronze,3,0.852191,0,0,134,13102,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,281.247,N/A,433.069,10,N/A,0,281.247,spectra/specs_ms.pklbin,CCMSLIB00003136151,3626.13,UPDATE-SINGLE-ANNOTATED-BRONZE,Lipid[Chemical Family]
274985,M+H,2420566,1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin274985,N/A,N/A,HCD,Positive,ESI,281.247,lib-00031.mgf,Bronze,3,0.818126,3.47226,0.000976562,134,13102,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,281.247,N/A,357.012,9,N/A,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00003136151,4660.01,UPDATE-SINGLE-ANNOTATED-BRONZE,Lipid[Chemical Family]
275145,M+H,2420566,1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin275145,N/A,N/A,HCD,Positive,ESI,281.247,lib-00031.mgf,Bronze,3,0.867157,3.47226,0.000976562,134,13102,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,281.247,N/A,364.918,10,N/A,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00003136151,3588.41,UPDATE-SINGLE-ANNOTATED-BRONZE,Lipid[Chemical Family]
275178,M+H,N/A,1,MoNA:784624 Linoleic acid,Commercial,MoNA,0,spectra/specs_ms.pklbin275178,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,281.247,lib-00028.mgf,Bronze,3,0.809974,3.47226,0.000976562,0,0,1,MONA,MoNA,281.247,N/A,365.469,8,CCCCCC=CCC=CCCCCCCCC(=O)O,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00000568003,4595.85,UPDATE-SINGLE-ANNOTATED-BRONZE,Polyunsaturated Omega-6 Fatty Acid[Chemical Family]
275459,M+H,2420566,1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin275459,N/A,N/A,HCD,Positive,ESI,281.247,lib-00031.mgf,Bronze,3,0.79791,3.47226,0.000976562,134,13102,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,281.247,N/A,363.21,9,N/A,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00003136151,3645.14,UPDATE-SINGLE-ANNOTATED-BRONZE,Lipid[Chemical Family]
275485,M+H,N/A,1,MoNA:784624 Linoleic acid,Commercial,MoNA,0,spectra/specs_ms.pklbin275485,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,281.247,lib-00028.mgf,Bronze,3,0.897824,3.47226,0.000976562,0,0,1,MONA,MoNA,281.247,N/A,433.538,10,CCCCCC=CCC=CCCCCCCCC(=O)O,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00000568003,3654.88,UPDATE-SINGLE-ANNOTATED-BRONZE,Polyunsaturated Omega-6 Fatty Acid[Chemical Family]
275799,M+H,N/A,1,MoNA:784624 Linoleic acid,Commercial,MoNA,0,spectra/specs_ms.pklbin275799,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",N/A,qTof,Positive,LC-ESI,281.247,lib-00028.mgf,Bronze,3,0.780969,3.47226,0.000976562,0,0,1,MONA,MoNA,281.247,N/A,356.047,7,CCCCCC=CCC=CCCCCCCCC(=O)O,0,281.248,spectra/specs_ms.pklbin,CCMSLIB00000568003,4590.6,UPDATE-SINGLE-ANNOTATED-BRONZE,Polyunsaturated Omega-6 Fatty Acid[Chemical Family]
285131,M+H-H2O,80226002,1,Spectral Match to Enterodiol from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin285131,N/A,N/A,QqQ,Positive,ESI,285.148,lib-00031.mgf,Bronze,3,0.777091,6940.27,1.979,30,1419,1,GNPS-NIST14-MATCHES,Data from Joshua Wollam,285.148,N/A,251.302,5,N/A,0,283.169,spectra/specs_ms.pklbin,CCMSLIB00003134714,113805,UPDATE-SINGLE-ANNOTATED-BRONZE, 
285150,M+H-H2O,80226002,1,Spectral Match to Enterodiol from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin285150,N/A,N/A,QqQ,Positive,ESI,285.148,lib-00031.mgf,Bronze,3,0.784228,6940.27,1.979,30,1419,1,GNPS-NIST14-MATCHES,Data from Joshua Wollam,285.148,N/A,213.189,5,N/A,0,283.169,spectra/specs_ms.pklbin,CCMSLIB00003134714,47858.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
285174,M+H-H2O,80226002,1,Spectral Match to Enterodiol from NIST14,Isolated,Data deposited by fevargas,0,spectra/specs_ms.pklbin285174,N/A,N/A,QqQ,Positive,ESI,285.148,lib-00031.mgf,Bronze,3,0.765513,6940.27,1.979,30,1419,1,GNPS-NIST14-MATCHES,Data from Joshua Wollam,285.148,N/A,250.719,5,N/A,0,283.169,spectra/specs_ms.pklbin,CCMSLIB00003134714,4968.64,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288678,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288678,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.710316,45.8953,0.0130005,0,0,1,HMDB,HMDB,283.264,N/A,459.128,8,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.277,spectra/specs_ms.pklbin,CCMSLIB00000425850,110077,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288710,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288710,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.785025,0,0,0,0,1,HMDB,HMDB,283.264,N/A,381.599,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.264,spectra/specs_ms.pklbin,CCMSLIB00000425850,251174,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288733,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288733,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.795179,0,0,0,0,1,HMDB,HMDB,283.264,N/A,382.364,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.264,spectra/specs_ms.pklbin,CCMSLIB00000425850,238095,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288742,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288742,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.770549,45.8953,0.0130005,0,0,1,HMDB,HMDB,283.264,N/A,383.108,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.277,spectra/specs_ms.pklbin,CCMSLIB00000425850,35136.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288774,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288774,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.778605,49.4506,0.0140076,0,0,1,HMDB,HMDB,283.264,N/A,381.026,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.278,spectra/specs_ms.pklbin,CCMSLIB00000425850,36743.9,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288778,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288778,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.79041,144.689,0.0409851,0,0,1,HMDB,HMDB,283.264,N/A,381.272,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.305,spectra/specs_ms.pklbin,CCMSLIB00000425850,50727.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288787,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288787,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.755382,148.244,0.0419922,0,0,1,HMDB,HMDB,283.264,N/A,380.23,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.306,spectra/specs_ms.pklbin,CCMSLIB00000425850,36866,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288793,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288793,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.742563,261.258,0.0740051,0,0,1,HMDB,HMDB,283.264,N/A,382.87,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.338,spectra/specs_ms.pklbin,CCMSLIB00000425850,6807.72,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288811,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288811,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.727311,292.933,0.0829773,0,0,1,HMDB,HMDB,283.264,N/A,458.567,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.347,spectra/specs_ms.pklbin,CCMSLIB00000425850,8682.63,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288830,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288830,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.778587,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,383.364,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,15169.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288833,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288833,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.747452,74.122,0.0209961,0,0,1,HMDB,HMDB,283.264,N/A,382.916,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.285,spectra/specs_ms.pklbin,CCMSLIB00000425850,11249.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288839,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288839,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.739217,1931.05,0.546997,0,0,1,HMDB,HMDB,283.264,N/A,458.844,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.811,spectra/specs_ms.pklbin,CCMSLIB00000425850,3621.52,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288855,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288855,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.704312,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,458.776,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,3871.07,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288912,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288912,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.792876,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,382.69,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,7586.09,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288917,M+H, ,1,Octadecenoic acid,Crude,M Sandoval,282.256,spectra/specs_ms.pklbin288917, , ,qTof,Positive,LC-ESI,283.264,lib-00013.mgf,Bronze,3,0.78108,3.55527,0.00100708,24,837,1,GNPS-LIBRARY,Dorrestein,283.264, ,379.892,10, ,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000075360,3830.51,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288920,M+H, ,1,Octadecenoic acid,Crude,M Sandoval,282.256,spectra/specs_ms.pklbin288920, , ,qTof,Positive,LC-ESI,283.264,lib-00013.mgf,Bronze,3,0.755939,3.55527,0.00100708,24,837,1,GNPS-LIBRARY,Dorrestein,283.264, ,459.14,11, ,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000075360,6550.12,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288930,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288930,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.742336,222.366,0.0629883,0,0,1,HMDB,HMDB,283.264,N/A,458.66,8,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.327,spectra/specs_ms.pklbin,CCMSLIB00000425850,4742.08,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288946,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288946,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.740824,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,381.565,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,10636.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288960,M+H,301020,1,"Spectral Match to 9-Octadecenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.pklbin288960,N/A,N/A,IT/ion trap,Positive,ESI,282.278,lib-00031.mgf,Bronze,3,0.708573,3489.42,0.984985,157,10649,1,GNPS-NIST14-MATCHES,Data from Luan,282.278,N/A,457.941,6,N/A,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00003138290,3647.66,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288970,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288970,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.795235,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,381.769,10,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,4461.94,UPDATE-SINGLE-ANNOTATED-BRONZE, 
288991,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin288991,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.72997,0,0,0,0,1,HMDB,HMDB,283.264,N/A,458.055,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.264,spectra/specs_ms.pklbin,CCMSLIB00000425850,3897.54,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289040,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin289040,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.710209,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,459.622,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,4686.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289103,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin289103,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.743766,3.55527,0.00100708,0,0,1,HMDB,HMDB,283.264,N/A,459.657,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000425850,6506.44,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289128,M+H, ,1,Octadecenoic acid,Crude,M Sandoval,282.256,spectra/specs_ms.pklbin289128, , ,qTof,Positive,LC-ESI,283.264,lib-00013.mgf,Bronze,3,0.702261,3.55527,0.00100708,24,837,1,GNPS-LIBRARY,Dorrestein,283.264, ,382.019,9, ,0,283.263,spectra/specs_ms.pklbin,CCMSLIB00000075360,8548,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289143,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin289143,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.757421,0,0,0,0,1,HMDB,HMDB,283.264,N/A,380.319,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.264,spectra/specs_ms.pklbin,CCMSLIB00000425850,6566.67,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289176,M+H,301020,1,"Spectral Match to 9-Octadecenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.pklbin289176,N/A,N/A,IT-FT/ion trap with FTMS,Positive,ESI,282.278,lib-00031.mgf,Bronze,3,0.726392,5168.61,1.45898,157,10649,1,GNPS-NIST14-MATCHES,Data from Luan,282.278,N/A,460.24,8,N/A,0,283.737,spectra/specs_ms.pklbin,CCMSLIB00003138205,3753.49,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289203,M+H,301020,1,"Spectral Match to 9-Octadecenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.pklbin289203,N/A,N/A,IT/ion trap,Positive,ESI,282.278,lib-00031.mgf,Bronze,3,0.719356,4088.14,1.15399,157,10649,1,GNPS-NIST14-MATCHES,Data from Luan,282.278,N/A,380.418,7,N/A,0,283.432,spectra/specs_ms.pklbin,CCMSLIB00003138290,3908.98,UPDATE-SINGLE-ANNOTATED-BRONZE, 
289477,M+H,112-80-1,1,HMDB:HMDB00207-334 Oleic acid,Isolated,HMDB,282.256,spectra/specs_ms.pklbin289477,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",N/A,Quattro_QQQ:10eV,Positive,Positive,283.264,lib-00006.mgf,Bronze,3,0.743611,490.735,0.139008,0,0,1,HMDB,HMDB,283.264,N/A,459.841,9,CCCCCCCC\C=C/CCCCCCCC(O)=O,0,283.403,spectra/specs_ms.pklbin,CCMSLIB00000425850,3836.92,UPDATE-SINGLE-ANNOTATED-BRONZE, 
290482,M+H, ,0,Stearamide,Lysate,AMelnik,283.288,spectra/specs_ms.pklbin290482, , ,qTof,Positive,LC-ESI,284.294,lib-00013.mgf,Bronze,3,0.936304,3.54239,0.00100708,131,5896,1,GNPS-LIBRARY,PDorrestein,284.294, ,506.903,10,CCCCCCCCCCCCCCCCCC(=O)N,0,284.295,spectra/specs_ms.pklbin,CCMSLIB00002240080,38338.6,UPDATE-SINGLE-ANNOTATED-BRONZE, 
290551,M+H, ,0,Stearamide,Lysate,AMelnik,283.288,spectra/specs_ms.pklbin290551, , ,qTof,Positive,LC-ESI,284.294,lib-00013.mgf,Bronze,3,0.945055,3.54239,0.00100708,131,5896,1,GNPS-LIBRARY,PDorrestein,284.294, ,505.727,11,CCCCCCCCCCCCCCCCCC(=O)N,0,284.295,spectra/specs_ms.pklbin,CCMSLIB00002240080,15710.3,UPDATE-SINGLE-ANNOTATED-BRONZE, 
290596,M+H, ,0,Stearamide,Lysate,AMelnik,283.288,spectra/specs_ms.pklbin290596, , ,qTof,Positive,LC-ESI,284.294,lib-00013.mgf,Bronze,3,0.895317,3.54239,0.00100708,131,5896,1,GNPS-LIBRARY,PDorrestein,284.294, ,506.94,10,CCCCCCCCCCCCCCCCCC(=O)N,0,284.295,spectra/specs_ms.pklbin,CCMSLIB00002240080,5967.72,UPDATE-SINGLE-ANNOTATED-BRONZE, 
29214,M+H-H2O,53941381,1,Spectral Match to 3-Hydroxydodecanoic acid from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.pklbin29214,N/A,N/A,Q-TOF,Positive,ESI,199.169,lib-00031.mgf,Bronze,3,0.71169,4709.51,0.937988,21,270,1,GNPS-NIST14-MATCHES,Data from Rob Knight ,199.169,N/A,265.869,5,N/A,0,200.107,spectra/specs_ms.pklbin,CCMSLIB00003137333,3412.62,UPDATE-SINGLE-ANNOTATED-BRONZE, 
29303,M+H-H2O,53941381,1,Spectral Match to 3-Hydroxydodecanoic acid from NIST14,Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin29303,N/A,N/A,Q-TOF,Positive,ESI,199.17,lib-00031.mgf,Bronze,3,0.703032,8199,1.633,21,270,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,199.17,N/A,221.515,5,N/A,0,200.803,spectra/specs_ms.pklbin,CCMSLIB00003137201,4331.83,UPDATE-SINGLE-ANNOTATED-BRONZE, 
