,Median OR,95% Interval,90% Interval,75% Interval
N-stearoyl-sphinganine (d18:0/18:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-propionylmethionine,1.0,"(1.0, 1.02020134)","(1.0, 1.01015118)","(1.0, 1.01005017)"
N-propionylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-palmitoyltaurine,1.0,"(1.0, 1.01551919)","(1.0, 1.01308487)","(1.0, 1.01015118)"
N-palmitoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-palmitoyl-sphingosine (d18:1/16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-palmitoyl-sphinganine (d18:0/16:0),1.0,"(1.0, 1.00130085)","(1.0, 1.0)","(1.0, 1.0)"
N-palmitoyl-phytosphingosine (t18:0/16:0),1.0,"(1.0, 1.00611864)","(1.0, 1.00571628)","(1.0, 1.0)"
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-oleoyltaurine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-oleoylserine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-oleoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-oleoyl-sphingosine (d18:1/18:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N1,N10-dicoumaroylspermidine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N1,N12-diacetylspermine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N1-Methyl-2-pyridone-5-carboxamide,1.0,"(1.0, 1.00813289)","(1.0, 1.0)","(1.0, 1.0)"
N1-methylinosine,1.0,"(1.0, 1.02020134)","(1.0, 1.01015118)","(1.0, 1.0)"
O-desmethylvenlafaxine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
O-desmethyltramadol glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
O-desmethyltramadol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
O-acetylhomoserine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
NP-013098,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-succinyladenosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-methyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-formyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-octanoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-carboxymethyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-carbamoylthreonyladenosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-acetyllysine,1.0,"(1.0, 1.00340579)","(1.0, 1.00130085)","(1.0, 1.0)"
"N6,N6-dimethyllysine",1.0,"(1.0, 1.00702456)","(1.0, 1.0)","(1.0, 1.0)"
"N6,N6,N6-trimethyllysine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N2-acetyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N2,N5-diacetylornithine",1.0,"(1.0, 1.00541461)","(1.0, 1.0)","(1.0, 1.0)"
"N2,N2-dimethylguanosine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N2,N2-dimethylguanine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N6-carboxyethyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-monomethylarginine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methyltaurine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methylproline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-butyryl-isoleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-behenoyl-sphingadienine (d18:2/22:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-alpha-acetylornithine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylvaline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyltyrosine,1.0,"(1.0, 1.01005017)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyltryptophan,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylthreonine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyltaurine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-butyryl-leucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylsphingosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylpyrraline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylputrescine,1.0,"(1.0, 1.0097472)","(1.0, 1.00260338)","(1.0, 1.0)"
N-acetylproline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylphenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylneuraminate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylmuramate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylmethionine sulfoxide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylmethionine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylserine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cyclo(pro-sulfo-tyr)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-butyryl-phenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-carbamoylaspartate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methylpipecolate,1.0,"(1.0, 1.01015118)","(1.0, 1.01015118)","(1.0, 1.01005017)"
N-methylphenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methylleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methylhydroxyproline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methylhydantoin,1.0,"(1.0, 1.02020134)","(1.0, 1.01887594)","(1.0, 1.01015118)"
N-methylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-methyl-GABA,1.0,"(1.0, 1.01015118)","(1.0, 1.0)","(1.0, 1.0)"
N-linoleoyltaurine*,1.0,"(1.0, 1.01015118)","(1.0, 1.01015118)","(1.0, 1.0)"
N-carbamoylalanine,1.0,"(1.0, 1.00944432)","(1.0, 1.00390761)","(1.0, 1.0)"
N-linoleoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-formylmethionine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-formylanthranilic acid,1.0,"(1.0, 1.02020134)","(1.0, 1.01389566)","(1.0, 1.0)"
N-desmethyl tramadol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-desmethyl rosuvastatin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-delta-acetylornithine,1.0,"(1.0, 1.00130085)","(1.0, 1.0)","(1.0, 1.0)"
N-carboxymethylalanine,1.0,"(1.0, 1.00330545)","(1.0, 1.0)","(1.0, 1.0)"
N-carbamoylputrescine,1.0,"(1.0, 1.01015118)","(1.0, 1.01015118)","(1.0, 1.0)"
N-carbamoylglutamate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-formylphenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
xylose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
